"","target","bat_h","bat_2b","bat_hr","bat_bb","bat_so","bat_hbp","p_h","p_hr","p_bb","p_so","f_dp","bat_3b^0.39","bas_sb^0.24","bas_cs^0.23","f_e^-0.76","bat_1b","total_bases","saber"
"1788",98,1541,264,148,483,855,43,1541,148,483,855,163,9.42575189810239,10.4781550896658,7.02246917279332,1.29057938704349,1119.5742481019,2267.8515037962,1077.86125772697
"1789",83,1469,249,116,452,760,56,1469,116,452,760,154,8.04328659940716,11.0205085252272,8.214520415085,1.29112149541025,1095.95671340059,2082.08657319881,983.778695170479
"1790",73,1461,280,87,442,785,42,1518,138,702,1247,168,9.05669882767857,10.747624967732,7.6352710777126,1.29112149541025,1084.94330117232,2020.11339765536,937.556749756889
"1791",84,1535,272,134,447,862,35,1535,134,447,862,133,8.25793736328901,10.0858742772721,7.36031150390431,1.29247031988558,1120.74206263671,2225.51587472658,1052.05969370646
"1792",84,1460,238,121,497,873,53,1460,121,497,873,165,6.98058841011198,9.2084400983107,7.43109698637498,1.28657737877476,1094.01941158989,2074.96117682022,985.617353946476
"1793",57,1348,253,80,517,847,51,1356,80,520,852,128,6.85067066270533,8.85289695653001,6.77692382520265,1.29057938704349,1008.14932933729,1854.70134132541,864.429596169595
"1794",64,1366,273,111,569,929,56,1366,111,569,929,134,7.47462018216802,9.88773569975534,7.6681839655042,1.29198015519987,974.525379817832,1986.94924036434,932.2604610637
"1795",80,1464,282,131,535,914,43,1464,131,535,914,147,8.76742318008936,9.60927154628049,6.69086526413868,1.28839463723263,1042.23257681991,2156.53484636018,1016.06467821106
"1796",74,1334,263,95,563,914,42,1334,95,563,914,130,9.51529089639493,9.95474359663845,7.13883046348521,1.29467700020091,966.484709103605,1901.03058179279,888.05049470299
"1797",95,1395,288,138,582,914,59,1395,138,582,914,125,8.4661445445662,9.53685206820628,6.4181527805423,1.29057938704349,960.533855455434,2113.93228908913,995.322930375865
"1798",98,1433,259,126,620,901,59,1433,126,620,901,134,9.24347446260256,9.2084400983107,6.11996713095119,1.28773811031432,1038.7565255374,2088.48694892521,988.840325823011
"1799",96,1409,272,106,569,872,35,1409,106,569,872,144,9.60380644556846,8.82426816561622,6.46523485045123,1.28279739944361,1021.39619355443,2018.20761289114,945.618163235348
"1800",75,1482,267,110,536,972,47,1482,110,536,972,161,9.24347446260256,8.27178051250525,6.5573797411403,1.28396750030445,1095.7565255374,2097.48694892521,986.100696317593
"1801",75,1422,281,114,496,1030,56,2021,162,705,1464,186,7.47462018216802,7.66902511676718,5.54826445502029,1.28902363858071,1019.52537981783,2059.94924036434,965.424155348124
"1802",73,1509,319,138,510,989,43,1509,138,510,989,144,7.47462018216802,9.26060718366578,6.27258366478024,1.28942856088394,1044.52537981783,2256.94924036434,1057.14919404546
"1803",79,1440,291,129,481,1161,51,1440,129,481,1161,149,9.42575189810239,10.064278426833,6.32185251311788,1.29001554218328,1010.5742481019,2136.8515037962,1002.31967924312
"1804",78,1426,284,172,577,1204,55,1435,173,581,1211,175,8.25793736328901,8.90957518668766,6.01390097018055,1.29294299647891,961.742062636711,2242.51587472658,1064.90256500684
"1805",62,1333,256,161,467,1106,67,1333,161,467,1106,168,6.44305863238608,8.30452383592162,7.28805434359766,1.29039392061503,909.556941367614,2084.88611726477,992.345222857449
"1806",72,1308,265,143,540,1116,73,1316,144,543,1123,178,5.69136086939904,8.10390834805924,6.27258366478024,1.28681654518169,894.308639130601,2013.3827217388,953.322272458949
"1807",75,1492,275,163,529,1049,87,1492,163,529,1049,159,8.76742318008936,8.06946387301018,5.6105896627489,1.28839463723263,1045.23257681991,2273.53484636018,1081.19256552374
"1808",67,1445,292,139,471,1092,72,1445,139,471,1092,193,8.04328659940716,7.59151536073121,5.14332179167555,1.28705211886521,1005.95671340059,2170.08657319881,1020.82352605423
"1809",67,1462,286,141,459,1200,89,1462,141,459,1200,168,5.18369954550798,7.39047119306469,4.58258347960868,1.28368238862429,1029.81630045449,2181.36739909102,1029.81528570992
"1810",122,1450,382,52,266,133,69,1518,301,536.5,770,130,15.8516623730027,12.7317193254173,9.79221490019956,1.29412504909297,1000.148337627,2019.70332474601,896.766931403873
"1811",110,1450,284,15,254,173,69,1518,55,536.5,637,113,11.9629058734998,11.1081783443048,8.64075626613271,1.29412504909297,1139.0370941265,1802.925811747,800.301044402009
"1812",97,1450,256,18,71,1e-06,72,1518,53,536.5,1e-06,86,9.24347446260256,11.2621604374223,7.76514184450085,1.29412504909297,1166.7565255374,1778.48694892521,791.85092285474
"1813",118,1450,280,22,89,1e-06,62,1518,49,536.5,1e-06,94,14.840358908417,13.7716271511785,9.79221490019956,1.29412504909297,1133.15964109158,1825.68071781683,810.576498000975
"1814",89,1631,289,22,135,589,72,1518,59,365,1590,113,11.6919383676756,12.857314239088,9.79221490019956,1.31508939314413,1308.30806163232,2009.38387673535,896.412292368441
"1815",114,1450,274,23,176,332,69,1518,44,339,640,79,13.2714216283054,11.2789781364551,8.48646914141573,1.31424143241089,1139.72857837169,1819.54284325661,811.599201526357
"1816",100,1529,220,15,172,359,69,1518,29,332,692,102,10.5959358208692,13.9688401997307,9.79221490019956,1.31377107735763,1283.40406417913,1815.19187164174,814.083891321533
"1817",91,1504,278,21,282,413,42,1518,41,544,797,127,10.976724308735,9.46322484045369,7.43109698637498,1.3143596871871,1194.02327569126,1866.95344861747,835.008727623767
"1818",100,1497,233,21,197,492,72,1518,41,380,949,129,13.0352521634877,11.6197156100299,9.79221490019956,1.31404246689786,1229.96474783651,1819.07050432698,817.369990812673
"1819",96,1655,312,35,246,511,69,1518,58,407,845,84,12.7933702907802,10.4183643667143,7.82835642759376,1.31381245334527,1295.20662970922,2097.58674058156,942.16087743834
"1820",122,1428,221,30,434,678,42,2066,43,628,981,97,10.2784475664485,11.8946326669017,9.63795405164364,1.31239697354244,1166.72155243355,1759.5568951329,802.52021740158
"1821",78,1208,168,9,390,633,51,1779,13,574,932,94,8.668395196373,10.4979180493972,6.77692382520265,1.31363364208033,1022.33160480363,1420.33679039275,641.744883097431
"1822",110,1450,254,24,190,119,56,1518,73,581,364,79,10.1971372053228,9.46322484045369,5.95946694059038,1.29412504909297,1161.80286279468,1796.39427441065,805.952441984255
"1823",81,1450,207,8,78,1e-06,72,1518,22,536.5,1e-06,91,15.1874800722127,12.5113196462671,10.1894733603566,1.29412504909297,1219.81251992779,1711.37496014443,760.514467741743
"1824",88,1622,155,12,52,1e-06,56,1518,29,536.5,1e-06,137,10.6734647064768,10.7849105016141,8.81328774221716,1.29412504909297,1444.32653529352,1834.34692941295,825.514036251872
"1825",14,1437,148,1e-06,56,155,62,1518,1e-06,394,1092,219,9.77788709196816,3.70890132833042,2.45038104836245,1.29412504909297,1279.22211190803,1604.55577718394,713.610362715075
"1826",46,1254,154,27,204,1095,72,1518,104,787,803,182,14.4299427463575,12.5113196462671,10.3252680215769,1.29412504909297,1058.57005725364,1517.85988549272,693.113644245781
"1827",81,1399,168,40,573,692,56,1799,51,737,890,94,11.7604310500492,13.6110457282826,9.79221490019956,1.31177413168375,1179.23956894995,1710.5208621001,796.004925179356
"1828",26,1776,285,19,246,194,72,1518,123,536.5,1257,133,16.1251840587666,12.9679441787111,8.04131918839688,1.29412504909297,1455.87481594123,2150.25036811753,961.606408342651
"1829",114,1625,185,5,149,159,56,1518,13,377,402,84,10.7502917703184,13.0164102641481,10.3085243091116,1.31365508695067,1424.24970822968,1846.50058354064,825.544758674595
"1830",76,1434,138,3,154,397,72,1518,8,416,1072,78,12.731963604408,13.9381416286576,9.79221490019956,1.31443946922231,1280.26803639559,1606.46392720882,719.532317153481
"1831",52,1203,180,99,423,1143,60,1203,99,423,1143,140,8.4661445445662,6.28745933640333,6.01390097018055,1.2939831598663,915.533855455434,1696.93228908913,808.598977532781
"1832",63,1353,208,172,500,1164,82,1353,172,500,1164,159,7.82163714729927,7.04421901542249,6.06738871994857,1.29426535034773,965.178362852701,2092.6432742946,1011.39837687079
"1833",61,1258,185,97,441,972,40,1266,98,444,978,145,7.2324626715183,7.47218674771747,6.06738871994857,1.29494398463407,968.767537328482,1748.46492534304,832.683362771794
"1834",61,1250,178,108,431,1033,56,1324,114,456,1094,155,8.25793736328901,7.96428209857372,6.27258366478024,1.29354767691949,955.742062636711,1768.51587472658,846.443349070437
"1835",60,1330,198,112,401,966,66,1330,112,401,966,152,6.58208692528715,8.13805510424826,5.54826445502029,1.29595653361097,1013.41791307471,1877.16417385057,895.627096363953
"1836",60,1239,196,99,564,900,56,1239,99,564,900,126,6.71789429886359,8.03471557574573,6.06738871994857,1.29595653361097,937.282105701137,1745.43578859773,831.483495148579
"1837",71,1324,215,78,506,754,61,1324,78,506,754,163,6.00442897728118,8.03471557574573,6.32185251311788,1.29795543230932,1024.99557102272,1785.00885795456,839.123389340222
"1838",73,1327,216,64,488,716,51,1327,64,488,716,148,7.93337441846182,8.27178051250525,6.11996713095119,1.29181270380734,1039.06662558154,1750.86674883692,816.451105128571
"1839",69,1397,245,120,602,1057,51,1397,120,602,1057,142,9.15066725994239,9.43840585364124,6.64697460985315,1.29805663776097,1022.84933274006,2020.30133451988,957.548089261162
"1840",84,1349,208,75,536,848,51,1349,75,536,848,171,8.4661445445662,9.88773569975534,7.17674971378503,1.29467700020091,1057.53385545543,1798.93228908913,845.727190783799
"1841",73,1410,195,67,563,791,56,1410,67,563,791,157,8.56798633634651,11.5246883423968,7.28805434359766,1.29001554218328,1139.43201366365,1823.13597267269,857.257293993292
"1842",60,1418,250,47,458,773,43,1518,69,675,1138,172,9.42575189810239,9.1556336384703,7.89048433349191,1.29324887555648,1111.5742481019,1827.8515037962,838.034333820619
"1843",81,1435,217,81,429,877,43,1435,81,429,877,142,9.42575189810239,10.1712578486596,7.43109698637498,1.29354767691949,1127.5742481019,1913.8515037962,898.266712680174
"1844",81,1384,207,93,482,822,42,1384,93,482,822,135,7.59235194689354,10.4583090357715,7.06170159795712,1.28962688347427,1076.40764805311,1885.18470389379,892.698815846651
"1845",92,1425,207,109,472,810,59,1425,109,472,810,144,8.4661445445662,9.88773569975534,7.10048481571848,1.29129759333753,1100.53385545543,1975.93228908913,940.714100292352
"1846",83,1405,241,109,513,809,66,1405,109,513,809,158,6.85067066270533,7.04421901542249,5.73144033818381,1.28860727207457,1048.14932933729,1986.70134132541,939.232472573676
"1847",65,1419,209,113,577,992,42,1419,113,577,992,135,9.05669882767857,10.8219097964747,7.89048433349191,1.292629772949,1087.94330117232,1985.11339765536,947.370841421964
"1848",84,1333,206,95,497,898,43,1341,96,500,904,148,7.70799248689177,9.2084400983107,6.32185251311788,1.28705211886521,1024.29200751311,1839.41598497378,871.78079110253
"1849",89,1360,215,120,552,1013,62,1360,120,552,1013,147,7.35469423572852,9.51244615745397,7.06170159795712,1.29354767691949,1017.64530576427,1949.70938847146,930.858909900214
"1850",75,1429,243,123,509,902,61,1429,123,509,902,141,7.70799248689177,9.56112380760385,6.7341759013112,1.29181270380734,1055.29200751311,2056.41598497378,975.629642143385
"1851",84,1321,204,121,501,1069,56,1321,121,501,1069,130,7.82163714729927,8.55733306044444,6.94260766390674,1.28608791789338,988.178362852701,1903.6432742946,910.308033122271
"1852",82,1396,255,135,453,864,73,1396,135,453,864,127,7.10780457688447,7.43155257914948,6.4181527805423,1.28657737877476,998.892195423115,2070.21560915377,981.12726408498
"1853",61,1386,239,153,443,1046,66,1386,153,443,1046,129,6.85067066270533,8.27178051250525,5.84760004459553,1.29467700020091,987.149329337295,2097.70134132541,1002.17974260067
"1854",65,1547,277,127,442,1055,43,1518,176,612,1461,114,6.58208692528715,8.79544213839731,6.37036688048799,1.29383965427457,1136.41791307471,2218.16417385057,1046.33206071042
"1855",79,1513,260,131,503,981,51,1702,147,566,1104,146,6.15447619721736,9.60927154628049,6.4181527805423,1.28817894538894,1115.84552380278,2178.30895239443,1033.38806270097
"1856",91,1499,285,147,601,1014,38,1499,147,601,1014,136,6.30059943216861,8.79544213839731,6.5573797411403,1.28728418381546,1060.69940056783,2237.60119886434,1060.57036714197
"1857",76,1519,275,152,604,1129,54,1519,152,604,1129,132,5.00243110826315,9.60927154628049,6.77692382520265,1.28881691737483,1086.99756889174,2260.00486221653,1076.05358868637
"1858",98,1390,292,167,604,1072,65,1390,167,604,1072,155,7.10780457688447,7.81947752870922,5.6105896627489,1.28368238862429,923.892195423115,2197.21560915377,1040.19561773787
"1859",74,1360,256,153,631,1169,35,1360,153,631,1169,151,6.00442897728118,10.3578033263449,7.06170159795712,1.28962688347427,944.995571022719,2087.00885795456,995.236978551737
"1860",79,1379,273,161,678,1273,41,1379,161,678,1273,127,6.58208692528715,9.33769751358103,6.01390097018055,1.29247031988558,938.417913074713,2148.16417385057,1022.09378978314
"1861",66,1393,243,136,547,1062,30,1393,136,547,1062,162,6.98058841011198,7.51238485307416,6.01390097018055,1.28942856088394,1007.01941158989,2057.96117682022,980.08247747494
"1862",64,1442,257,128,565,1073,57,1442,128,565,1073,141,7.35469423572852,7.70719590211276,5.73144033818381,1.28309747161603,1049.64530576427,2097.70938847146,994.422205795407
"1863",87,1521,304,139,566,910,56,1521,139,566,910,146,7.35469423572852,6.66112562542623,4.75490057359325,1.28479495145641,1070.64530576427,2256.70938847146,1062.28282988175
"1864",88,1465,298,161,564,1104,40,1465,161,564,1104,138,8.04328659940716,9.18211792785433,5.21491068822586,1.27984115567602,997.956713400593,2262.08657319881,1069.43634786791
"1865",64,1398,218,133,426,769,43,1398,133,426,769,162,7.47462018216802,8.82426816561622,7.06170159795712,1.29278731997368,1039.52537981783,2029.94924036434,970.138037663735
"1866",57,1344,232,98,529,711,51,1361,99,536,720,176,7.93337441846182,9.23460243771531,6.22253283853235,1.29214554890648,1006.06662558154,1885.86674883692,889.341320340729
"1867",67,1490,250,132,515,725,51,1490,132,515,725,170,9.42575189810239,9.26060718366578,6.4181527805423,1.29181270380734,1098.5742481019,2154.8515037962,1023.23167258594
"1868",59,1359,211,104,483,727,43,1359,104,483,727,189,7.70799248689177,8.99318854413911,6.86079682587108,1.29309683708796,1036.29200751311,1897.41598497378,900.966291299454
"1869",65,1412,220,132,489,822,51,1518,196,727,1222,181,5.52764049890682,9.81972142724818,7.32437126958854,1.29076243923413,1054.47235950109,2039.05528099781,975.901640440083
"1870",76,1431,259,130,456,806,51,1431,130,456,806,158,7.47462018216802,9.38834199169442,7.60205081031283,1.29129759333753,1034.52537981783,2094.94924036434,991.121247975618
"1871",60,1280,247,111,460,840,51,1280,111,460,840,159,7.2324626715183,9.70402964628494,7.53466121806631,1.29057938704349,914.767537328482,1874.46492534304,882.226879744932
"1872",74,1429,244,129,519,871,53,1429,129,519,871,143,7.59235194689354,8.99318854413911,6.86079682587108,1.28902363858071,1048.40764805311,2075.18470389379,986.120464508325
"1873",74,1410,277,171,564,942,72,1410,171,564,942,156,8.04328659940716,8.3370023302732,5.48458887342707,1.28817894538894,953.956713400593,2216.08657319881,1053.53774110219
"1874",67,1392,243,158,572,1148,89,1392,158,572,1148,191,8.36281450726582,8.30452383592162,7.39588389906621,1.29412504909297,982.637185492734,2125.72562901453,1016.79232490782
"1875",78,1499,282,161,500,863,43,1499,161,500,863,150,9.05669882767857,10.3578033263449,7.28805434359766,1.28796012699166,1046.94330117232,2282.11339765536,1082.58297266845
"1876",68,1406,273,149,464,792,56,1415,150,467,797,169,6.71789429886359,8.40118439118763,6.81912554536376,1.28860727207457,977.282105701137,2139.43578859773,1013.09975572309
"1877",73,1417,237,134,489,838,49,1417,134,489,838,168,6.98058841011198,7.89255495081593,6.5573797411403,1.29214554890648,1039.01941158989,2069.96117682022,986.284872536173
"1878",77,1419,251,107,596,749,56,1419,107,596,749,152,6.58208692528715,8.67810068090429,6.37036688048799,1.28982252509077,1054.41791307471,2004.16417385057,946.276121402476
"1879",83,1400,268,126,588,811,51,1400,126,588,811,187,6.98058841011198,8.43289738727373,6.01390097018055,1.28532451606946,999.019411589888,2059.96117682022,973.077496590122
"1880",64,1466,278,149,474,841,51,1466,149,474,841,170,6.30059943216861,8.52657805251546,6.5573797411403,1.28583744114737,1032.69940056783,2203.60119886434,1044.00798383365
"1881",82,1429,272,161,624,901,67,1429,161,624,901,173,6.30059943216861,8.23876728647849,7.10048481571848,1.27911412340665,989.699400567831,2196.60119886434,1046.15859570139
"1882",71,1512,305,221,538,943,42,1518,320,778,1364,148,6.58208692528715,7.43155257914948,5.14332179167555,1.29112149541025,979.417913074713,2493.16417385057,1188.90935237783
"1883",88,1538,308,203,613,973,56,1718,227,685,1087,121,6.00442897728118,9.18211792785433,6.11996713095119,1.28681654518169,1020.99557102272,2467.00885795456,1175.39639706743
"1884",86,1635,345,247,674,1059,67,1645,249,678,1066,156,5.52764049890682,8.23876728647849,5.73144033818381,1.28558300688413,1037.47235950109,2732.05528099781,1301.43244817091
"1885",90,1574,312,264,626,1110,72,1574,264,626,1110,143,5.85016653233442,8.17191005464711,5.79008038380534,1.28839463723263,992.149833467666,2689.70033306467,1289.33427088828
"1886",76,1563,323,235,561,1088,58,1573,236,564,1095,140,6.85067066270533,8.99318854413911,5.73144033818381,1.28902363858071,998.149329337295,2604.70134132541,1240.64911090004
"1887",79,1499,263,244,610,1095,53,1499,244,610,1095,180,5.85016653233442,9.36309330726262,6.06738871994857,1.28608791789338,986.149833467666,2505.70033306467,1210.78402136353
"1888",91,1481,300,198,775,1073,48,1481,198,775,1073,178,6.58208692528715,9.1556336384703,6.60248578742018,1.28218132276353,976.417913074713,2388.16417385057,1139.29190074231
"1889",116,1637,310,169,614,989,62,1637,169,614,989,137,8.04328659940716,10.3578033263449,5.90404728706699,1.27632913505834,1149.95671340059,2470.08657319881,1171.74529998655
"1890",93,1531,285,152,629,1003,51,1531,152,629,1003,134,7.2324626715183,9.53685206820628,6.69086526413868,1.27835816013911,1086.76753732848,2286.46492534304,1085.5473084499
"1891",93,1509,290,139,586,989,53,1509,139,586,989,159,7.47462018216802,8.76641568766216,5.6105896627489,1.26680880140591,1072.52537981783,2230.94924036434,1053.62630495778
"1892",63,1544,276,136,492,1058,54,1544,136,492,1058,140,5.69136086939904,8.82426816561622,5.90404728706699,1.2833924227247,1126.3086391306,2239.3827217388,1060.32819742533
"1893",69,1408,289,130,466,986,48,1408,130,466,986,144,7.59235194689354,8.58785895098205,6.1716709366244,1.27757141696785,981.407648053106,2102.18470389379,986.665556315313
"1894",78,1540,266,172,404,974,63,1540,172,404,974,150,8.4661445445662,8.70774835593455,5.6105896627489,1.27835816013911,1093.53385545543,2338.93228908913,1115.929397467
"1895",78,1519,235,41,214,501,56,1518,69,361,845,78,13.8390268215182,15.1587859854991,8.04131918839688,1.31470201399754,1229.16097317848,1904.67805364304,867.323504843191
"1896",123,1569,217,23,320,451,56,1518,33,463,652,94,14.0034555559546,12.6161555550781,10.1894733603566,1.31077405255121,1314.99654444405,1883.00691111191,852.809208177207
"1897",102,1574,238,29,323,558,51,1518,39,440,760,104,12.4824017999904,11.0557645489871,10.0670429266785,1.31096734450207,1294.51759820001,1923.96480359998,872.413817931776
"1898",90,1658,220,63,475,429,56,1518,83,626,565,113,14.1653777720727,15.03177395753,9.79221490019956,1.31225237658741,1360.83462222793,2095.33075554415,974.786962457593
"1899",104,1421,161,68,334,564,51,1757,84,413,697,94,12.5453958858441,13.4903634703056,8.04131918839688,1.31172526049866,1179.45460411416,1811.09079177169,852.347571199587
"1900",107,1696,267,67,692,496,51,1518,86,536.5,638,88,12.854396402071,13.3443606878003,8.04131918839688,1.31217838355309,1349.14560359793,2189.70879280414,1016.95175054163
"1901",78,1546,257,31,433,592,51,1912,38,535,732,127,13.5022217844272,13.1357557038957,8.04131918839688,1.31191790164967,1244.49777821557,1923.00444356885,871.964414692702
"1902",87,1560,232,56,538,484,56,1915,69,660,594,86,12.1610722662106,12.0701089857663,10.3252680215769,1.31061424276523,1259.83892773379,1984.32214453242,919.445453618402
"1903",76,1423,186,42,547,503,56,1527,45,587,540,94,12.3551642445391,12.7189995458414,10.3085243091116,1.31280550816055,1182.64483575546,1759.71032848908,816.147412478089
"1904",83,1748,223,75,619,342,42,1518,92,760,420,115,14.2719822897309,13.2526024903515,9.79221490019956,1.31169241002975,1435.72801771027,2224.54396457946,1043.13895048726
"1905",108,1775,242,53,584,266,51,1518,65,717,326,86,13.9489295295233,13.5345433860031,8.04131918839688,1.31191790164967,1466.05107047048,2203.89785905905,1019.20054798645
"1906",82,1637,236,40,561,361,43,2024,49,694,446,127,13.5591199480187,13.1827874293863,10.3085243091116,1.31188631513104,1347.44088005198,2020.11823989604,927.855757197074
"1907",79,1710,197,49,543,335,42,1518,61,671,414,108,13.3874727353753,12.919049339586,10.3252680215769,1.31019303650317,1450.61252726462,2080.77494547075,966.606634245798
"1908",103,1450,232,38,500,404,51,1518,47,618,500,107,13.1540286959358,13.6865410624072,10.3252680215769,1.3110051725134,1166.84597130406,1822.30805739187,834.208268813822
"1909",83,1536,205,37,462,402,51,1659,40,499,434,98,12.4824017999904,11.3951413686559,9.79221490019956,1.31085221233891,1281.51759820001,1876.96480359998,863.095202289568
"1910",65,1545,174,25,418,389,51,1669,27,451,420,151,10.9019059535242,11.7437220670282,10.1894733603566,1.31055307905714,1335.09809404648,1815.80381190705,832.139755026019
"1911",70,1546,208,27,433,403,51,1815,32,508,473,146,11.05090337574,12.0987900247507,10.1894733603566,1.31143890988806,1299.94909662426,1857.10180675148,847.833629583242
"1912",61,1449,197,22,358,680,51,1713,26,423,804,96,9.60380644556846,9.99887326689246,8.04131918839688,1.3091135343282,1220.39619355443,1731.20761289114,787.289639026759
"1913",57,1296,175,10,300,631,42,1544,12,357,752,124,8.36281450726582,11.2621604374223,8.61546871478152,1.30876155779474,1102.63718549273,1517.72562901453,684.095100372458
"1914",98,1503,211,23,442,731,56,1752,27,515,872,101,9.86350865057982,12.5245361503134,9.79221490019956,1.30686638123517,1259.13649134942,1802.72701730116,820.620063520299
"1915",112,1426,214,33,460,611,51,1510,35,487,791,98,10.8264335482522,12.4178820467452,10.3085243091116,1.30574565569545,1168.17356645175,1760.6528670965,806.077206060487
"1916",111,1474,202,41,547,628,56,1561,43,579,659,98,12.4824017999904,12.5245361503134,8.04131918839688,1.30390071959574,1218.51759820001,1823.96480359998,842.829299788554
"1917",102,1297,173,16,600,619,56,1382,17,639,669,90,9.77788709196816,12.5113196462671,9.79221490019956,1.30241448763579,1098.22211290803,1537.55577418394,703.518481789902
"1918",103,1409,191,21,520,610,56,1482,22,547,633,83,8.76742318008936,10.6721742333667,8.86121015340577,1.30350981572632,1188.23257681991,1680.53484636018,768.137245744542
"1919",97,1405,183,28,561,624,56,1488,30,594,687,105,11.05090337574,11.666571487361,8.76477005242564,1.30644645631115,1182.94909662426,1694.10180675148,779.682352366647
"1920",96,1463,215,33,591,514,43,1539,35,622,541,123,12.0954806370052,12.3773327789388,10.3085243091116,1.3053462646773,1202.90451936299,1801.19096127401,827.140266772414
"1921",105,1481,238,43,561,536,51,1568,46,594,568,91,13.4450076064572,13.2526024903515,10.3085243091116,1.30379087659508,1186.55499239354,1874.89001521291,861.191563433805
"1922",111,1557,248,50,551,533,42,1670,54,591,572,132,12.6079829981772,12.9557610081038,10.3252680215769,1.30548173148529,1246.39201700182,1980.21596599635,911.987714572387
"1923",108,1521,241,32,473,534,51,1621,34,504,569,114,11.3415038921322,12.6161555550781,10.3085243091116,1.30395510307508,1236.65849610787,1880.68300778426,857.020907655088
"1924",88,1434,234,32,470,504,43,1508,34,494,530,125,10.2784475664485,11.7130012343862,9.79221490019956,1.30379087659508,1157.72155243355,1784.5568951329,813.743351168341
"1925",74,1398,208,26,336,583,51,1490,28,358,621,127,11.05090337574,10.1712578486596,9.28967598970292,1.30416913476768,1152.94909662426,1706.10180675148,775.344867046736
"1926",92,1391,200,45,379,595,42,1483,48,404,634,115,11.5533911761455,11.2113632113182,7.46595899156733,1.30160161185529,1134.44660882385,1749.10678235229,806.993470670034
"1927",103,1431,179,41,392,561,56,1505,43,412,590,128,11.2697446305722,10.2758162785704,8.09995835153016,1.30071104209203,1199.73025536943,1755.53948926114,811.883878804318
"1928",93,1412,196,17,354,477,56,1845,22,462,623,102,10.8264335482522,10.2758162785704,7.50047784951941,1.29901936797971,1188.17356645175,1680.6528670965,760.840963271871
"1929",101,1451,236,46,380,471,42,1679,53,440,545,111,11.1974000550293,10.5175987190907,9.35333278084877,1.30279502947177,1157.80259994497,1847.39480011006,847.150333133749
"1930",90,1501,221,48,454,573,56,1579,50,478,603,144,11.6229285572275,9.56112380760385,8.66587901437653,1.30078850785645,1220.37707144277,1889.24585711446,871.719215636467
"1931",98,1747,266,84,471,443,56,1838,88,495,466,153,12.6079829981772,9.1556336384703,7.76514184450085,1.29946953467403,1384.39201700182,2290.21596599635,1067.29254242729
"1932",101,1705,263,90,516,430,51,1805,95,546,455,149,11.6229285572275,8.88133161950301,7.32437126958854,1.29775015859399,1340.37707144277,2261.24585711446,1057.78096867683
"1933",98,1730,285,101,494,507,51,1832,107,523,537,169,12.0294280582211,8.10390834805924,6.60248578742018,1.29883369482363,1331.97057194178,2342.05885611644,1094.93625377813
"1934",92,1606,255,122,438,527,51,1712,130,467,562,137,10.5176879208158,7.99965715418044,7.13883046348521,1.30006818602755,1218.48231207918,2248.03537584163,1062.90536706198
"1935",79,1540,230,78,364,451,56,1652,84,391,484,161,10.2784475664485,8.55733306044444,7.10048481571848,1.29911098109809,1221.72155243355,2024.5568951329,945.342160566536
"1936",97,1677,264,115,485,486,42,1764,121,510,511,168,10.5176879208158,7.74498924114431,6.46523485045123,1.29955725149799,1287.48231207918,2307.03537584163,1087.96598695829
"1937",98,1683,290,124,467,396,51,1770,130,491,417,184,10.2784475664485,7.2644252133865,5.54826445502029,1.29785327727351,1258.72155243355,2365.5568951329,1112.53326576502
"1938",90,1710,269,146,517,435,56,1835,157,555,467,175,9.24347446260256,8.23876728647849,6.11996713095119,1.29595653361097,1285.7565255374,2435.48694892521,1158.80455496471
"1939",92,1450,278,150,444,402,51,1958,158,467,423,173,12.0954806370052,7.13390600864588,6.11996713095119,1.29631497382833,1009.90451936299,2202.19096127401,1039.72428516602
"1940",93,1656,268,108,408,421,42,1765,115,435,449,134,10.7502917703184,8.13805510424826,6.77692382520265,1.29583457398412,1269.24970822968,2269.50058354064,1065.31403703251
"1941",76,1606,277,122,366,411,51,1689,128,385,432,150,9.86350865057982,5.52912255859124,6.60248578742018,1.29920179349724,1197.13649134942,2268.72701730116,1066.69171891672
"1942",97,1532,217,87,402,508,47,1633,93,428,541,166,8.668395196373,5.52912255859124,5.67162849756961,1.29815690740986,1219.33160480363,2027.33679039275,954.206733265934
"1943",98,1572,254,133,430,557,55,1664,141,455,590,149,8.56798633634651,4.4199701984042,4.67012733485554,1.29815690740986,1176.43201366365,2242.13597267269,1064.06066925161
"1944",96,1703,263,130,415,507,35,1803,138,439,537,137,10.0320458456569,5.59963551168089,5.6105896627489,1.29754097263218,1299.96795415434,2376.06409169131,1124.96078581295
"1945",97,1608,249,102,453,475,42,1692,107,477,500,173,9.24347446260256,5.52912255859124,5.6105896627489,1.29677625944141,1247.7565255374,2181.48694892521,1026.91485607628
"1946",101,1582,268,118,439,524,43,1686,126,468,558,152,8.668395196373,6.45262449091941,6.11996713095119,1.29583457398412,1187.33160480363,2221.33679039275,1046.66034538436
"1947",90,1538,227,135,502,570,43,1661,146,542,616,159,8.15145038144351,5.52912255859124,5.73144033818381,1.29721959807168,1167.84854961856,2186.30290076289,1045.55936630419
"1948",83,1497,226,124,534,535,51,1606,133,573,574,163,8.36281450726582,5.15012572581081,4.9168886077011,1.29520524404479,1138.63718549273,2111.72562901453,1007.16757577464
