"","target","bat_h","bat_2b","bat_3b","bat_hr","bat_bb","bat_so","bas_sb","bas_cs","bat_hbp","p_h","p_hr","p_bb","p_so","f_e","f_dp","bat_1b","total_bases","saber"
"1766",53,1364,187,52,104,551,752,43,41,0,1435,109,580,791,171,146,1021,1967,919.87799582242
"1767",56,1325,190,60,80,595,775,22,14,0,1394,84,626,815,182,143,995,1875,865.188052110974
"1768",69,1410,209,60,116,403,791,25,35,0,1483,122,424,832,170,147,1025,2087,968.86297977089
"1769",65,1522,243,63,97,393,771,48,37,0,1601,102,413,811,179,150,1119,2182,1000.69681821894
"1770",88,1458,241,72,141,417,792,32,16,0,1534,148,439,833,140,182,1004,2266,1046.00404725597
"1771",82,1487,242,44,118,465,752,34,27,0,1564,124,489,791,162,174,1083,2171,1011.32969032163
"1772",79,1523,244,60,135,450,758,27,32,0,1602,142,473,797,158,199,1084,2292,1064.73973093253
"1773",94,1477,241,65,109,435,841,50,39,0,1486,110,438,846,153,178,1062,2175,1000.09447308953
"1774",74,1385,181,49,108,454,940,57,41,0,1385,108,454,940,182,195,1047,1988,932.533716361359
"1775",80,1469,225,54,121,408,970,39,33,0,1469,121,408,970,177,179,1069,2165,1007.27253775645
"1776",90,1506,217,57,111,419,1008,51,38,0,1506,111,419,1008,152,189,1121,2170,1008.2662588108
"1777",92,1586,238,66,158,405,1011,64,60,0,1586,158,405,1011,141,215,1124,2430,1134.46089410519
"1778",81,1585,193,62,91,387,914,79,37,0,1585,91,387,914,141,186,1239,2175,1007.91795240554
"1779",80,1404,180,44,80,422,953,130,59,0,1404,80,422,953,139,162,1100,1912,889.925984861362
"1780",88,1557,220,52,119,454,944,74,34,0,1557,119,454,944,155,169,1166,2238,1045.71724426252
"1781",97,1555,223,61,154,469,919,65,31,0,1555,154,469,919,133,164,1117,2362,1108.1161781202
"1782",100,1573,262,49,115,422,910,51,31,0,1644,120,441,951,142,179,1147,2278,1054.5883156459
"1783",80,1465,257,44,154,432,842,23,30,0,1465,154,432,842,151,156,1010,2272,1062.53625969042
"1784",88,1560,238,46,114,514,828,55,31,0,1560,114,514,828,162,154,1162,2232,1041.07478067643
"1785",93,1453,257,47,139,471,837,49,28,0,1462,140,474,842,152,148,1010,2221,1033.98013741101
"1786",92,1499,249,56,110,433,807,130,45,0,1499,110,433,807,163,142,1084,2190,1010.29434403258
"1787",89,1399,240,54,116,483,879,214,91,0,1408,117,486,884,167,134,989,2095,968.866047127329
"1788",98,1541,264,52,148,483,855,180,66,0,1541,148,483,855,134,163,1077,2353,1096.40501360282
"1789",83,1469,249,38,116,452,760,209,102,0,1469,116,452,760,137,154,1066,2142,997.7760791455
"1790",73,1461,280,48,87,442,785,194,83,0,1518,138,702,1247,137,168,1046,2098,956.375130547
"1791",84,1535,272,40,134,447,862,161,75,0,1535,134,447,862,145,133,1089,2289,1066.36425749629
"1792",84,1460,238,29,121,497,873,124,77,0,1460,121,497,873,115,165,1072,2119,995.894872671836
"1793",57,1348,253,28,80,517,847,111,60,0,1356,80,520,852,134,128,987,1897,874.793197741998
"1794",64,1366,273,33,111,569,929,152,84,0,1366,111,569,929,142,134,949,2038,943.612164159265
"1795",80,1464,282,45,131,535,914,140,58,0,1464,131,535,914,123,147,1006,2229,1031.80678071922
"1796",74,1334,263,53,95,563,914,155,69,0,1334,95,563,914,160,130,923,1988,907.729493286528
"1797",95,1395,288,42,138,582,914,137,52,0,1395,138,582,914,134,125,927,2181,1009.18390069479
"1798",98,1433,259,50,126,620,901,124,46,0,1433,126,620,901,120,134,998,2170,1006.69048123671
"1799",96,1409,272,54,106,569,872,110,53,0,1409,106,569,872,101,144,977,2107,965.597283650374
"1800",75,1482,267,50,110,536,972,92,55,0,1482,110,536,972,105,161,1055,2179,1004.95164782295
"1801",75,1422,281,33,114,496,1030,75,36,0,2021,162,705,1464,126,186,994,2111,976.924609244102
"1802",73,1509,319,33,138,510,989,126,49,0,1509,138,510,989,128,144,1019,2308,1068.08149418204
"1803",79,1440,291,52,129,481,1161,160,50,0,1440,129,481,1161,131,149,968,2222,1020.54435650886
"1804",78,1426,284,40,172,577,1204,113,44,0,1435,173,581,1211,148,175,930,2306,1077.27817654304
"1805",62,1333,256,25,161,467,1106,93,73,67,1333,161,467,1106,133,168,891,2122,999.74066481338
"1806",72,1308,265,20,143,540,1116,87,49,73,1316,144,543,1123,116,178,880,2042,959.168897474817
"1807",75,1492,275,45,163,529,1049,86,37,87,1492,163,529,1049,123,159,1009,2346,1096.10057339524
"1808",67,1445,292,38,139,471,1092,73,30,72,1445,139,471,1092,117,193,976,2230,1033.52627663293
"1809",67,1462,286,17,141,459,1200,68,23,89,1462,141,459,1200,104,168,1018,2205,1034.95597762738
"1810",122,1450,382,156,52,266,133,324,49,0,1518,301,536.5,770,156,149,1782,3222,1409.96012892891
"1811",110,1450,284,85,15,254,173,214,118,0,1518,55,536.5,637,156,149,2112,2995,1329.1064862453
"1812",97,1450,256,50,18,71,0,101,49,0,1518,53,536.5,0,156,149,1579,2313,1026.50910568423
"1813",118,1450,280,135,22,89,0,101,49,0,1518,49,536.5,0,156,149,1649,2702,1177.59863602017
"1814",89,1631,289,81,22,135,589,101,49,0,1518,59,365,1590,840,113,1239,2148,936.736525772347
"1815",114,1450,274,106,23,176,332,101,49,0,1518,44,339,640,737,79,1531,2489,1091.70484213799
"1816",100,1529,220,66,15,172,359,101,49,0,1518,29,332,692,689,102,1228,1926,848.446667245838
"1817",91,1504,278,71,21,282,413,101,49,0,1518,41,544,797,750,127,1134,1987,869.296053745313
"1818",100,1497,233,102,21,197,492,101,49,0,1518,41,380,949,716,129,1141,1997,868.92998239611
"1819",96,1655,312,98,35,246,511,101,49,0,1518,58,407,845,693,149,1210,2268,988.753230979719
"1820",122,1428,221,62,30,434,678,101,49,0,2066,43,628,981,576,149,1115,1863,832.233128834356
"1821",78,1208,168,44,9,390,633,101,49,0,1779,13,574,932,676,149,987,1491,663.752238371388
"1822",110,1450,254,61,24,190,119,134,43,0,1518,73,581,364,156,149,1633,2420,1078.89366069567
"1823",81,1450,207,142,8,78,0,101,49,0,1518,22,536.5,0,156,149,1570,2442,1059.794475734
"1824",88,1622,155,67,12,52,0,101,49,0,1518,29,536.5,0,156,149,1388,1947,863.599444326662
"1825",14,1437,148,56,0,56,155,14,7,0,1518,0,394,1092,156,149,1233,1697,745.584992084602
"1826",46,1254,154,127,27,204,1095,101,49,0,1518,104,787,813.5,156,149,946,1743,756.191932622338
"1827",81,1399,168,82,40,573,692,399,49,0,1799,51,737,890,535,149,1109,1851,835.760842857698
"1828",26,1776,285,162,19,246,194,343,49,0,1518,123,536.5,1257,156,149,1310,2442,1044.24809989918
"1829",114,1625,185,68,5,149,159,101,49,0,1518,13,377,402,678,84,1367,1961,863.714334798024
"1830",76,1434,138,97,3,154,397,101,49,0,1518,8,416,1072,759,78,1196,1775,775.11123986095
"1831",52,1203,180,42,99,423,1143,45,44,0,1203,99,423,1143,155,140,882,1764,824.200124005333
"1832",63,1353,208,36,172,500,1164,60,45,0,1353,172,500,1164,157,159,937,2149,1022.73893088553
"1833",61,1258,185,31,97,441,972,70,45,0,1266,98,444,978,162,145,945,1796,844.128645278836
"1834",61,1250,178,40,108,431,1033,83,49,0,1324,114,456,1094,152,155,924,1832,861.188812416178
"1835",60,1330,198,26,112,401,966,88,36,0,1330,112,401,966,170,152,994,1916,904.828614724004
"1836",60,1239,196,27,99,564,900,85,45,0,1239,99,564,900,170,126,917,1786,840.982839204473
"1837",71,1324,215,22,78,506,754,85,50,0,1324,78,506,754,188,163,1009,1817,847.260759493671
"1838",73,1327,216,37,64,488,716,92,46,0,1327,64,488,716,141,148,1010,1809,831.602699446997
"1839",69,1397,245,49,120,602,1057,133,57,0,1397,120,602,1057,189,142,983,2100,975.223494270232
"1840",84,1349,208,42,75,536,848,152,70,0,1349,75,536,848,160,171,1024,1866,862.80622882187
"1841",73,1410,195,43,67,563,791,239,73,0,1410,67,563,791,131,157,1105,1892,875.690129880028
"1842",60,1418,250,52,47,458,773,122,91,0,1518,69,675,1138,150,172,1069,1913,860.936628028542
"1843",81,1435,217,52,81,429,877,165,77,0,1435,81,429,877,152,142,1085,1999,920.005950606493
"1844",81,1384,207,34,93,482,822,179,67,0,1384,93,482,822,129,135,1050,1938,905.839284116865
"1845",92,1425,207,42,109,472,810,152,68,0,1425,109,472,810,138,144,1067,2043,956.863432968172
"1846",83,1405,241,28,109,513,809,60,39,0,1405,109,513,809,124,158,1027,2029,949.166263314485
"1847",65,1419,209,48,113,577,992,198,91,0,1419,113,577,992,146,135,1049,2063,965.659598525056
"1848",84,1333,206,35,95,497,898,124,50,0,1341,96,500,904,117,148,997,1894,885.028965357079
"1849",89,1360,215,32,120,552,1013,136,67,0,1360,120,552,1013,152,147,993,1999,942.099788399549
"1850",75,1429,243,35,123,509,902,138,59,0,1429,123,509,902,141,141,1028,2111,988.037060624522
"1851",84,1321,204,36,121,501,1069,101,64,0,1321,121,501,1069,113,130,960,1960,923.03332907067
"1852",82,1396,255,30,135,453,864,69,52,0,1396,135,453,864,115,127,976,2116,991.087291820312
"1853",61,1386,239,28,153,443,1046,92,41,0,1386,153,443,1046,160,129,966,2140,1011.09054229413
"1854",65,1547,277,26,127,442,1055,109,51,0,1518,176,612,1461,154,114,1117,2257,1055.33053245909
"1855",79,1513,260,23,131,503,981,140,52,0,1702,147,566,1104,122,146,1099,2212,1041.12479517188
"1856",91,1499,285,24,147,601,1014,109,55,0,1499,147,601,1014,118,136,1043,2273,1068.18029509679
"1857",76,1519,275,16,152,604,1129,140,60,0,1519,152,604,1129,125,132,1076,2282,1080.83319333878
"1858",98,1390,292,30,167,604,1072,79,37,0,1390,167,604,1072,104,155,901,2243,1049.07819698144
"1859",74,1360,256,22,153,631,1169,174,67,0,1360,153,631,1169,129,151,929,2119,1001.77465675541
"1860",79,1379,273,26,161,678,1273,129,44,41,1379,161,678,1273,145,127,919,2187,1029.79970187087
"1861",66,1393,243,29,136,547,1062,71,44,30,1393,136,547,1062,128,162,985,2102,989.676877341274
"1862",64,1442,257,32,128,565,1073,76,39,57,1442,128,565,1073,102,141,1025,2147,1005.42213203108
"1863",87,1521,304,32,139,566,910,52,25,56,1521,139,566,910,108,146,1046,2306,1072.95858150327
"1864",88,1465,298,38,161,564,1104,123,31,40,1465,161,564,1104,92,138,968,2322,1081.51661641844
"1865",64,1398,218,33,133,426,769,110,67,0,1398,133,426,769,147,162,1014,2081,981.631109551983
"1866",57,1344,232,37,98,529,711,125,48,0,1361,99,536,720,143,176,977,1944,903.030439849833
"1867",67,1490,250,52,132,515,725,126,52,0,1490,132,515,725,141,170,1056,2240,1042.24406103354
"1868",59,1359,211,35,104,483,727,116,62,0,1359,104,483,727,149,189,1009,1952,913.988907893962
"1869",65,1412,220,19,132,489,822,149,74,0,1518,196,727,1222,135,181,1041,2066,982.06253808503
"1870",76,1431,259,33,130,456,806,131,82,0,1431,130,456,806,138,158,1009,2146,1002.45290472933
"1871",60,1280,247,31,111,460,840,144,80,0,1280,111,460,840,134,159,891,1922,892.729834412757
"1872",74,1429,244,34,129,519,871,116,62,0,1429,129,519,871,126,143,1022,2128,997.949656818353
"1873",74,1410,277,38,171,564,942,94,35,0,1410,171,564,942,122,156,924,2276,1065.24483544398
"1874",67,1392,243,41,158,572,1148,93,76,0,1392,158,572,1148,156,191,950,2191,1030.12710923087
"1875",78,1499,282,48,161,500,863,174,73,0,1499,161,500,863,121,150,1008,2360,1098.62755365639
"1876",68,1406,273,27,149,464,792,96,61,0,1415,150,467,797,124,169,957,2180,1021.5700278691
"1877",73,1417,237,29,134,489,838,81,55,0,1417,134,489,838,143,168,1017,2114,996.099387419973
"1878",77,1419,251,26,107,596,749,105,51,0,1419,107,596,749,130,152,1035,2043,955.386970183361
"1879",83,1400,268,29,126,588,811,97,44,0,1400,126,588,811,110,187,977,2104,982.715769212859
"1880",64,1466,278,24,149,474,841,100,55,0,1466,149,474,841,112,170,1015,2239,1051.57483337039
"1881",82,1429,272,24,161,624,901,91,68,0,1429,161,624,901,90,173,972,2232,1053.38278591768
"1882",71,1512,305,26,221,538,943,69,30,0,1518,320,778,1364,137,148,960,2532,1195.99704878386
"1883",88,1538,308,22,203,613,973,123,46,0,1718,227,685,1087,116,121,1005,2499,1181.50794708033
"1884",86,1635,345,19,247,674,1059,91,39,0,1645,249,678,1066,111,156,1024,2759,1306.24369693602
"1885",90,1574,312,21,264,626,1110,89,40,0,1574,264,626,1110,123,143,977,2720,1294.54178669294
"1886",76,1563,323,28,235,561,1088,116,39,0,1573,236,564,1095,126,140,977,2647,1248.22529121776
"1887",79,1499,263,21,244,610,1095,130,45,0,1499,244,610,1095,113,180,971,2536,1216.18298618601
"1888",91,1481,300,26,198,775,1073,122,56,48,1481,198,775,1073,99,178,957,2427,1146.55767904037
"1889",116,1637,310,38,169,614,989,174,42,62,1637,169,614,989,83,137,1120,2530,1184.33385607281
"1890",93,1531,285,31,152,629,1003,137,58,51,1531,152,629,1003,88,134,1063,2334,1095.70860591641
"1891",93,1509,290,33,139,586,989,108,37,53,1509,139,586,989,65,159,1047,2282,1064.72532505456
"1892",63,1544,276,20,136,492,1058,110,42,54,1544,136,492,1058,103,140,1112,2268,1066.84142840976
"1893",69,1408,289,34,130,466,986,102,47,48,1408,130,466,986,86,144,955,2155,997.992111519578
"1894",78,1540,266,42,172,404,974,106,37,63,1540,172,404,974,88,150,1060,2406,1129.94028022116
"1895",78,1519,235,116,41,214,501,101,49,0,1518,69,361,845,790,149,1127,2109,923.109229965784
"1896",123,1569,217,119,23,320,451,101,49,0,1518,33,463,652,479,149,1210,2093,913.869277200034
"1897",102,1574,238,93,29,323,558,211,49,0,1518,39,440,760,489,149,1214,2085,918.810549350766
"1898",90,1658,220,122,63,475,429,547,49,0,1518,83,626,565,566,149,1253,2311,1032.35795776507
"1899",104,1421,161,94,68,334,564,388,49,0,1757,84,413,697,532,149,1098,1974,895.853650454956
"1900",107,1696,267,99,67,692,496,375,49,0,1518,86,536.5,638,561,149,1263,2362,1061.70332516735
"1901",78,1546,257,110,31,433,592,357,49,0,1912,38,535,732,544,149,1148,2116,924.97152601631
"1902",87,1560,232,88,56,538,484,275,49,0,1915,69,660,594,471,149,1184,2136,960.107478403736
"1903",76,1423,186,91,42,547,503,323,49,0,1527,45,587,540,606,149,1104,1917,859.711355373986
"1904",83,1748,223,124,75,619,342,367,49,0,1518,92,760,420,530,149,1326,2444,1100.89659861502
"1905",108,1775,242,118,53,584,266,392,49,0,1518,65,717,326,544,149,1362,2412,1076.52788386406
"1906",82,1637,236,111,40,561,361,361,49,0,2024,49,694,446,542,149,1250,2215,981.930645292652
"1907",79,1710,197,108,49,543,335,339,49,0,1518,61,671,414,451,149,1356,2270,1020.67033546391
"1908",103,1450,232,104,38,500,404,406,49,0,1518,47,618,500,491,149,1418,2346,1046.07349311002
"1909",83,1536,205,93,37,462,402,231,49,0,1659,40,499,434,483,149,1201,2038,909.037256047523
"1910",65,1545,174,70,25,418,389,253,49,0,1669,27,451,420,468,149,1276,1934,868.727498995255
"1911",70,1546,208,72,27,433,403,277,49,0,1815,32,508,473,515,146,1239,1979,884.210924644369
"1912",61,1449,197,54,22,358,680,157,49,0,1713,26,423,804,406,96,1176,1820,814.400294212569
"1913",57,1296,175,41,10,300,631,223,49,0,1544,12,357,752,393,124,1070,1583,704.842937581336
"1914",98,1503,211,57,23,442,750,308,49,0,1752,27,515,813.5,334,101,1212,1897,849.075221954929
"1915",112,1426,214,69,33,460,750,300,49,0,1510,35,487,813.5,306,98,1110,1877,839.144389806143
"1916",111,1474,202,93,41,547,750,308,49,0,1561,43,579,813.5,268,98,1138,1985,887.473562264931
"1917",102,1297,173,56,16,600,750,307,49,0,1382,17,639,813.5,243,90,1052,1630,731.33859137865
"1918",103,1409,191,45,21,520,750,190,49,0,1482,22,547,813.5,261,83,1152,1753,790.209228698789
"1919",97,1405,183,72,28,561,750,248,49,0,1488,30,594,813.5,323,105,1122,1816,815.269738797913
"1920",96,1463,215,87,33,591,514,297,49,0,1539,35,622,541,297,123,1128,1951,869.052771068386
"1921",105,1481,238,109,43,561,536,367,49,0,1568,46,594,568,266,91,1091,2066,911.688164868744
"1922",111,1557,248,95,50,551,533,342,49,0,1670,54,591,572,300,132,1164,2145,955.911391752328
"1923",108,1521,241,76,32,473,534,315,49,0,1621,34,504,569,269,114,1172,2010,893.65091256697
"1924",88,1434,234,62,32,470,504,251,49,0,1508,34,494,530,266,125,1106,1888,842.936585791523
"1925",74,1398,208,72,26,336,583,165,146,0,1490,28,358,621,273,127,1092,1828,810.772845363154
"1926",92,1391,200,79,45,379,595,220,49,0,1483,48,404,634,231,115,1067,1884,844.061203199542
"1927",103,1431,179,75,41,392,561,170,49,0,1505,43,412,590,219,128,1136,1883,848.468879486111
"1928",93,1412,196,69,17,354,477,170,49,0,1845,22,462,623,199,102,1130,1797,796.08147094677
"1929",101,1451,236,74,46,380,471,182,49,0,1679,53,440,545,249,111,1095,1973,881.240194759464
"1930",90,1501,221,80,48,454,573,138,119,0,1579,50,478,603,220,144,1152,2026,909.274391906012
"1931",98,1747,266,95,84,471,443,122,87,0,1838,88,495,466,204,153,1302,2455,1109.7607482528
"1932",101,1705,263,80,90,516,430,112,74,0,1805,95,546,455,186,149,1272,2398,1092.56825876715
"1933",98,1730,285,86,101,494,507,87,56,0,1832,107,523,537,197,169,1258,2490,1131.29074089833
"1934",92,1606,255,65,122,438,527,84,69,0,1712,130,467,562,211,137,1164,2357,1088.56227687426
"1935",79,1540,230,62,78,364,451,101,49,0,1652,84,391,484,200,161,1170,2128,972.39120691495
"1936",97,1677,264,65,115,485,486,77,49,0,1764,121,510,511,205,168,1233,2416,1114.36203897938
"1937",98,1683,290,62,124,467,396,65,49,0,1770,130,491,417,187,184,1207,2469,1136.8057198021
"1938",90,1710,269,50,146,517,435,91,49,0,1835,157,555,467,170,175,1245,2517,1177.63164744611
"1939",92,1450,278,87,150,444,402,62,49,0,1958,158,467,423,173,173,1346,2763,1276.14326574608
"1940",93,1656,268,68,108,408,421,88,49,0,1765,115,435,449,169,134,1212,2384,1093.25555020722
"1941",76,1606,277,57,122,366,411,33,49,0,1689,128,385,432,201,150,1150,2363,1088.75625603496
"1942",97,1532,217,44,87,402,508,33,49,0,1633,93,428,541,190,166,1184,2098,972.679774321715
"1943",98,1572,254,43,133,430,557,20,49,0,1664,141,455,590,190,149,1142,2311,1080.00151748753
"1944",96,1703,263,59,130,415,507,34,49,0,1803,138,439,537,184,137,1251,2474,1148.33704472604
"1945",97,1608,249,50,102,453,475,33,49,0,1692,107,477,500,177,173,1207,2263,1047.29368471072
"1946",101,1582,268,44,118,439,524,48,49,0,1686,126,468,558,169,152,1152,2292,1063.42885920892
"1947",90,1538,227,39,135,502,570,33,49,0,1661,146,542,616,181,159,1137,2248,1059.88761180397
"1948",83,1497,226,41,124,534,535,28,49,0,1606,133,573,574,164,163,1106,2177,1022.44949600167
"1949",77,1517,214,49,97,483,509,48,49,0,1617,103,515,542,148,141,1157,2120,986.128345840989
"1950",78,1483,263,37,101,534,548,38,49,0,1570,107,565,580,169,152,1082,2123,983.350159879132
"1951",91,1410,173,37,116,595,545,42,49,0,1503,124,634,581,146,136,1084,2005,953.210731479641
"1952",58,1386,162,35,86,508,498,37,49,0,1468,91,538,527,177,148,1103,1876,884.272006344171
"1953",70,1471,201,49,98,539,505,41,49,0,1547,103,567,531,188,135,1123,2064,963.410987826319
"1954",83,1534,187,37,122,534,487,41,49,0,1635,130,569,519,177,119,1188,2161,1026.06741678909
"1955",64,1395,185,39,127,560,574,48,49,0,1467,134,589,604,167,127,1044,2039,967.588295624705
"1956",85,1521,231,50,232,520,598,31,49,0,1600,244,547,629,163,143,1008,2548,1212.6950486392
"1957",82,1422,221,52,173,630,682,54,49,0,1496,182,663,717,164,141,976,2266,1070.03481449404
"1958",77,1455,214,55,155,645,550,45,49,0,1531,163,679,579,171,141,1031,2244,1057.93835966874
"1959",101,1440,207,55,185,692,644,57,35,0,1486,191,714,665,175,181,993,2312,1097.47916475868
"1960",97,1406,196,59,159,564,707,32,33,0,1479,167,593,744,161,184,992,2197,1036.48679329222
"1961",74,1527,205,47,185,525,640,33,22,0,1606,195,552,673,158,159,1090,2381,1135.70864344724
"1962",102,1458,204,44,196,549,590,32,24,0,1534,206,578,621,162,181,1014,2338,1117.24051867933
"1963",84,1449,182,36,178,523,611,40,23,0,1524,187,550,643,148,174,1053,2237,1075.92275420906
"1964",70,1334,202,47,153,423,693,70,36,0,1403,161,445,729,151,150,932,2089,984.843858198616
"1965",73,1419,180,57,165,470,704,67,40,0,1493,174,494,741,169,189,1017,2208,1047.27024450785
"1966",84,1472,263,44,179,559,859,67,31,0,1548,188,588,904,160,164,986,2360,1109.06473558076
"1967",87,1449,251,37,176,498,920,85,36,0,1524,185,524,968,160,124,985,2302,1086.67720954274
"1968",83,1427,231,65,137,491,890,90,47,0,1501,144,517,936,174,123,994,2199,1020.09853816711
"1969",89,1451,230,34,193,532,804,83,57,0,1526,203,560,846,140,133,994,2328,1109.85605570885
"1970",88,1442,206,35,197,441,889,55,49,0,1442,197,441,889,156,113,1004,2309,1106.06614758069
"1971",90,1360,185,38,165,505,900,64,35,0,1360,165,505,900,159,136,972,2116,1011.34179043878
"1972",95,1384,169,43,159,476,844,47,27,0,1384,159,476,844,148,124,1013,2116,1011.98972940725
"1973",94,1382,196,31,182,417,865,29,30,0,1391,183,420,870,169,132,973,2186,1047.85426491167
"1974",91,1354,201,39,140,520,978,22,30,0,1354,140,520,978,134,149,974,2053,971.699058367967
"1975",88,1301,162,33,108,508,904,50,37,0,1301,108,508,904,162,125,998,1853,880.50612235722
"1976",90,1325,187,28,136,711,1054,71,32,0,1325,136,711,1054,169,155,974,1976,945.904719292326
"1977",86,1460,257,35,165,729,1005,83,27,0,1460,165,729,1005,170,153,1003,2282,1078.37058222854
"1978",90,1348,224,36,140,654,1042,101,36,0,1348,140,654,1042,177,153,948,2064,974.276421182859
"1979",72,1339,221,38,157,502,1008,129,47,0,1399,164,525,1054,161,126,923,2107,995.118599861658
"1980",88,1452,212,52,161,590,913,112,52,0,1452,161,590,913,163,138,1027,2251,1063.67410390455
"1981",72,1380,228,38,93,548,869,107,51,0,1380,93,548,869,175,153,1021,1963,911.9748121962
"1982",80,1421,236,45,85,608,780,100,47,0,1430,86,612,785,146,165,1055,2002,924.458219813261
"1983",74,1340,211,37,85,518,778,88,55,0,1340,85,518,778,183,153,1007,1880,873.762140065255
"1984",89,1331,240,41,117,554,814,87,54,0,1331,117,554,814,146,118,933,2004,932.208862159965
"1985",71,1328,192,36,125,580,925,140,73,0,1328,125,580,925,161,138,975,1967,931.738509739012
"1986",82,1373,235,38,92,563,792,130,73,0,2004,134,536.5,1156,144,149,1008,1960,908.755587882078
"1987",87,1393,213,30,133,607,915,130,56,0,1393,133,607,915,173,125,1017,2065,979.582123091289
"1988",79,1324,206,30,142,619,990,140,78,0,1324,142,619,990,171,109,946,2016,958.728820631895
"1989",62,1263,217,31,115,488,962,99,55,0,1263,115,488,962,144,134,900,1887,884.820003116444
"1990",83,1394,269,29,114,536,1087,148,93,0,1394,114,536,1087,143,149,982,2063,959.297018106411
"1991",90,1458,274,32,205,511,1094,126,97,0,1458,205,511,1094,129,183,947,2411,1139.50744914589
"1992",83,1353,227,44,113,550,1023,121,78,0,1353,113,550,1023,129,145,969,2007,934.936136881865
"1993",92,1365,241,52,141,508,1071,87,54,0,1365,141,508,1071,113,135,931,2133,992.341306073839
"1994",85,1459,221,35,152,488,973,109,56,0,1459,152,488,973,107,148,1051,2206,1045.76881261889
"1995",72,1330,220,36,105,435,1067,112,64,0,1330,105,435,1067,111,174,969,1937,903.23125942823
"1996",103,1534,269,33,168,516,930,120,65,0,1534,168,516,930,101,169,1064,2373,1119.02597419328
"1997",77,1357,224,45,173,513,1013,161,56,0,1912,244,723,1427,96,159,915,2190,1033.1385568143
"1998",75,1413,258,37,171,531,1193,155,52,0,1590,192,597,1342,119,160,947,2258,1062.27078809354
"1999",68,1400,245,21,153,615,1189,113,53,0,1400,153,615,1189,134,165,981,2146,1019.00087510469
"2000",90,1415,266,37,172,642,1120,121,49,0,1415,172,642,1120,120,157,940,2271,1067.95161312065
"2001",88,1531,290,26,160,674,1034,101,51,0,1522,159,670,1028,100,156,1055,2353,1108.33965387809
"2002",86,1507,307,18,188,696,1028,109,56,0,1507,188,696,1028,105,150,994,2414,1141.47712593531
"2003",97,1535,304,44,226,709,1032,79,39,51,1535,226,709,1032,93,173,961,2605,1224.01002908494
"2004",90,1493,304,40,235,625,1090,57,42,50,1493,235,625,1090,118,170,914,2582,1213.22353832333
"2005",96,1474,302,35,199,620,967,74,21,65,1483,200,624,973,91,167,938,2443,1146.13177598287
"2006",101,1449,283,29,181,597,986,53,37,40,1458,182,601,992,80,164,956,2333,1099.07776454434
"2007",91,1500,314,33,183,705,874,43,23,72,1500,183,705,874,101,153,970,2429,1137.21758816569
"2008",75,1427,299,26,128,431,901,71,35,49,1427,128,431,901,90,146,974,2162,1002.39664377551
"2009",76,1427,299,52,164,497,897,58,25,53,1436,165,500,903,92,133,912,2322,1071.55296355836
"2010",67,1345,207,70,28,540,710,121,49,0,1443,30,579,762,289,101,1040,1776,791.89319475193
"2011",92,1414,209,85,24,606,528,205,49,0,1487,25,637,555,218,117,1096,1865,827.248255166077
"2012",135,1450,371,59,46,259,777,101,49,0,1518,66,371,1114,794,149,1317,2420,1069.50378399287
"2013",54,1244,182,32,12,321,618,101,49,0,1866,18,482,927,597,149,1018,1526,681.677536293737
"2014",57,1329,243,61,40,312,871,207,49,0,1765,53,414,1157,600,149,985,1814,806.120681940732
"2015",34,1177,171,9,0,119,0,101,49,0,1518,0,536.5,0,156,149,997,1366,604.422708023519
"2016",93,1527,200,64,0,79,0,101,49,0,1518,0,536.5,0,156,149,1263,1855,809.428786935978
"2017",75,1343,176,83,22,227,458,101,49,0,1518,45,460,927,156,83,1062,1751,772.60365833231
"2018",107,1475,195,76,12,207,397,101,49,0,1518,20,342,656,641,149,1192,1858,816.883713552296
"2019",101,1493,229,91,17,263,513,101,49,0,1518,26,398,777,740,149,1156,1955,853.982518357196
"2020",114,1416,191,82,25,338,408,101,49,0,2048,36,489,590,551,149,1118,1846,818.306386515162
"2021",108,1591,240,99,23,466,495,392,49,0,1854,27,543,577,576,149,1229,2098,922.541285145477
"2022",114,1450,313,94,47,530,408,697,49,0,1518,56,636,490,577,149,1406,2502,1111.43287902578
"2023",110,1427,179,56,43,492,625,562,49,0,1712,52,590,750,516,149,1149,1847,841.770198829139
"2024",108,1574,253,77,70,592,572,403,49,0,1889,84,710,686,526,149,1174,2191,992.005865503952
"2025",93,1558,212,87,57,565,584,366,49,0,1856,68,673,696,562,149,1202,2115,955.811882833644
"2026",101,1584,201,61,69,744,524,337,49,0,1887,82,536.5,624,555,149,1253,2114,976.57184913913
"2027",60,1282,149,57,49,656,530,226,49,0,1385,53,708,572,489,149,1027,1692,779.57514031184
"2028",70,1581,187,120,12,643,308,307,49,0,1940,15,789,378,488,149,1262,2044,898.261814985967
"2029",48,1662,192,109,47,475,345,254,49,0,2055,58,587,427,470,149,1314,2213,992.180094823627
"2030",50,1448,167,97,46,414,374,231,49,0,1804,57,516,466,430,149,1138,1947,874.47399100807
"2031",36,1579,184,83,38,438,388,213,49,0,1953,47,542,480,464,149,1274,2043,919.537644780084
"2032",42,1393,161,59,14,414,434,112,49,0,1504,15,447,469,419,149,1159,1714,766.652034911349
"2033",90,1624,185,94,50,502,281,225,49,0,1742,54,539,301,428,149,1295,2147,970.18022049342
